deviceid,timestamp,condition,order1_fftg,order1_fftv,order2_fftg,order2_fftv,order3_fftg,order3_fftv,order4_fftg,order4_fftv,order5_fftg,order5_fftv,order6_fftg,order6_fftv,order7_fftg,order7_fftv,order8_fftg,order8_fftv,speed,temperature
2_X,2020-03-11 12:11:00,SI,0.3336112824549085,33.76393651132321,0.009063388987219059,0.4562083927719773,0.11883926856418306,3.8976482707339026,0.15638570436080707,3.9154807055291294,0.6098391053275055,12.232392933842911,0.5657200514314525,9.366821965897797,0.45134812337228275,6.439552213725355,0.13471924142235614,1.6992252889487651,661.2172241210938,29.175050735473633
2_X,2020-03-11 12:12:11,SI,0.35421113392600995,35.849015469905744,0.014470290909092309,0.7228228603897439,0.16854120351108165,5.548365331437831,0.1607288786102452,4.0271148651652995,0.6490810011609445,13.012983007718603,0.6199533392086813,10.275047019646237,0.4338215721011194,6.189834568989747,0.16740781853898745,2.166633035877287,661.454345703125,29.187345504760742
2_X,2020-03-11 13:18:22,SIandWI,0.8762308850517886,88.67448559543888,0.03597528367093315,1.8067947093005317,0.11176134948819154,3.666953066459556,0.12831887458865732,3.2340266306082857,0.3725520853698925,7.494879944480167,0.8534330033435442,14.17899643765063,0.4404169646242656,6.31533784903336,0.16363976838342853,2.0818524496691566,659.7427673339844,30.341480255126953
2_X,2020-03-11 13:29:09,SIandWI,0.8637479362727214,87.41231612407118,0.013426339413118887,0.6751942379587276,0.12682067596201507,4.182951462383718,0.15183901440548608,3.8145072431705045,0.45898706273822576,9.223360699119796,0.7357512520849442,12.237978690628452,0.49584637568067363,7.097653060617671,0.1406388229881735,1.777931939566591,659.8269348144531,30.513397216796875
1_X,2020-03-11 13:30:20,SIandWI,0.6379823489772884,64.57624756416544,0.01325543260148068,0.6660898650079732,0.12876618038952792,4.286637952973503,0.2153609862967102,5.411543428665831,0.6149375213127058,12.34063385012368,0.9201037045377765,15.319003389949174,0.5569770702529663,7.965672741280893,0.08826086771804187,1.1393529343994977,659.8580627441406,30.39059066772461
2_X,2020-03-11 13:31:32,SIandWI,0.8143157651716156,82.40838466379475,0.011274719790607037,0.5718354009040754,0.12306124894738343,4.035155884051025,0.14186671303525317,3.562204100383797,0.41188299009381585,8.279750133262155,0.7650402075207076,12.717234150920682,0.5573695366375577,7.969387342852792,0.13664497084341004,1.7323414629288774,659.726318359375,30.636171340942383
1_X,2020-03-11 13:32:43,SIandWI,0.6481215496849522,65.60189237352567,0.010704253766708551,0.5382567356590712,0.09935104026450804,3.326142210025955,0.21694469957450713,5.447384785167265,0.6302382058202322,12.653319343692306,0.909736157035676,15.159440458405246,0.5407923914601178,7.735609217331102,0.052802577482765706,0.6791508209537103,659.7550659179688,30.427438735961914
2_X,2020-03-11 13:33:55,SIandWI,0.7955224566238099,80.50319753676102,0.021467498786070727,1.0945673463225618,0.13339480859443323,4.381996863702258,0.11327771684441472,2.845422276395777,0.4591869783102429,9.225081005476722,0.540256225740568,9.027576697775451,0.3910230079326259,5.590073545869311,0.12366785133561785,1.6100100818093368,659.9020080566406,30.599321365356445
2_X,2020-03-11 13:35:06,SIandWI,0.8807983560151895,89.13816953628458,0.023328549143507026,1.1633197881101194,0.16072764473231682,5.303384114642011,0.15473365536707237,3.8896992323058437,0.42952898608476414,8.642321369729475,0.8110525279811649,13.470624325170826,0.5259165897405619,7.54794373102967,0.16452657710911103,2.0486849340795406,659.7547912597656,30.427438735961914
2_X,2020-03-11 13:36:17,SIandWI,0.7689343118629152,77.81169137451644,0.01856081322632907,0.9255040754929218,0.11143269471714166,3.660567231043249,0.1215636978996285,3.0534953489346077,0.4321335591848105,8.696076138107209,0.8904474590723235,14.816778046335491,0.5659610627185968,8.09752277600568,0.11392457238542539,1.4228412247859468,659.7537536621094,30.488807678222656
2_X,2020-03-11 13:37:29,SIandWI,0.8582643149157588,86.85489352534357,0.028524918745586474,1.4252841795564284,0.08960678305230718,2.9466661158758654,0.1389954534235037,3.4941656538071304,0.4480054435046239,9.00132047880899,0.5085804096324456,8.467481999634405,0.38268745264245896,5.4709316826839505,0.16376296208739516,2.06205126475308,659.896484375,30.685279846191406
2_X,2020-03-11 13:38:40,SIandWI,0.78030736793415,78.96160217541346,0.020234807124577567,1.0059351999136565,0.12275328423161039,4.038951108924771,0.1339284419017076,3.364989524236276,0.4378809145618272,8.806043529812312,0.8896191053552747,14.81073533064451,0.5955271580345505,8.525546885459615,0.091805928200012,1.1709391335264578,659.6834716796875,30.550212860107422
2_X,2020-03-11 13:39:51,SIandWI,0.871929658815373,88.23711718700032,0.031126230032436777,1.5449081703711356,0.14559220667694686,4.784952244793169,0.14456887551487588,3.6374588937104457,0.4250085328781878,8.552775068746739,0.7335396585099425,12.224063124792043,0.47913355932372326,6.847036654784939,0.19353610879486352,2.4996677875832,659.8220520019531,30.74668312072754
2_X,2020-03-11 13:19:34,SIandWI,0.8145312517250354,82.42834384079828,0.027545932054436662,1.3814272402552994,0.12533291307327113,4.108103132858772,0.12831589966532178,3.2170244679372955,0.44511374984858704,8.943685567186145,0.8495426405493184,14.143478220685756,0.6748591079597355,9.6227756659205,0.12635252126625418,1.6110156350746685,659.748291015625,30.20641326904297
2_X,2020-03-11 13:41:03,SIandWI,0.846076996990077,85.62366015417753,0.014561442371456576,0.7296551288673877,0.12182727792935255,4.011187251212081,0.14021126921293134,3.526187099842264,0.44754829463612195,8.992482590152743,0.7060949817176678,11.747641886103697,0.48667677890092625,6.957258844371169,0.13721250000493568,1.7367684205402512,659.7043762207031,30.525657653808594
2_X,2020-03-11 13:42:14,SIandWI,0.8673086266134072,87.7709659611153,0.022815008449502756,1.1379033099418265,0.16293616260906255,5.372383278024069,0.1340190954197964,3.372893638818319,0.4091720184119665,8.232590938803098,0.7676005053628348,12.767764087979844,0.5588257894338393,8.025721660644367,0.17597473642586417,2.245638922765231,659.91845703125,30.623876571655273
